Timestamp,Human readable date,38001c001851373237343331_pedestrians,context_38001c001851373237343331_pedestrians
1.58613E+12,4/5/20 17:45,662,{}
1.58613E+12,4/5/20 17:45,663,{}
1.58613E+12,4/5/20 17:45,664,{}
1.58613E+12,4/5/20 17:45,665,{}
1.58613E+12,4/5/20 17:45,666,{}
1.58613E+12,4/5/20 17:45,667,{}
1.58613E+12,4/5/20 17:46,668,{}
1.58613E+12,4/5/20 17:46,669,{}
1.58613E+12,4/5/20 17:46,670,{}
1.58613E+12,4/5/20 17:46,672,{}
1.58613E+12,4/5/20 17:46,673,{}
1.58613E+12,4/5/20 17:46,676,{}
1.58613E+12,4/5/20 17:46,678,{}
1.58613E+12,4/5/20 17:46,679,{}
1.58613E+12,4/5/20 17:46,680,{}
1.58613E+12,4/5/20 17:46,681,{}
1.58613E+12,4/5/20 17:46,682,{}
1.58613E+12,4/5/20 17:46,683,{}
1.58613E+12,4/5/20 17:46,684,{}
1.58613E+12,4/5/20 17:46,685,{}
1.58613E+12,4/5/20 17:46,687,{}
1.58613E+12,4/5/20 17:46,671,{}
1.58613E+12,4/5/20 17:46,688,{}
1.58613E+12,4/5/20 17:46,689,{}
1.58613E+12,4/5/20 17:46,690,{}
1.58613E+12,4/5/20 17:46,674,{}
1.58613E+12,4/5/20 17:46,691,{}
1.58613E+12,4/5/20 17:46,692,{}
1.58613E+12,4/5/20 17:46,693,{}
1.58613E+12,4/5/20 17:46,694,{}
1.58613E+12,4/5/20 17:46,695,{}
1.58613E+12,4/5/20 17:46,696,{}
1.58613E+12,4/5/20 17:46,697,{}
1.58613E+12,4/5/20 17:46,698,{}
1.58613E+12,4/5/20 17:46,699,{}
1.58613E+12,4/5/20 17:46,701,{}
1.58613E+12,4/5/20 17:47,702,{}
1.58613E+12,4/5/20 17:47,703,{}
1.58613E+12,4/5/20 17:47,704,{}
1.58613E+12,4/5/20 17:47,705,{}
1.58613E+12,4/5/20 17:47,686,{}
1.58613E+12,4/5/20 17:47,706,{}
1.58613E+12,4/5/20 17:47,707,{}
1.58613E+12,4/5/20 17:47,708,{}
1.58613E+12,4/5/20 17:47,709,{}
1.58613E+12,4/5/20 17:47,710,{}
1.58613E+12,4/5/20 17:47,711,{}
1.58613E+12,4/5/20 17:47,712,{}
1.58613E+12,4/5/20 17:47,713,{}
1.58613E+12,4/5/20 17:47,714,{}
1.58613E+12,4/5/20 17:47,715,{}
1.58613E+12,4/5/20 17:47,716,{}
1.58613E+12,4/5/20 17:47,717,{}
1.58613E+12,4/5/20 17:47,718,{}
1.58613E+12,4/5/20 17:47,719,{}
1.58613E+12,4/5/20 17:47,720,{}
1.58613E+12,4/5/20 17:47,721,{}
1.58613E+12,4/5/20 17:47,722,{}
1.58613E+12,4/5/20 17:47,723,{}
1.58613E+12,4/5/20 17:47,725,{}
1.58613E+12,4/5/20 17:48,733,{}
1.58613E+12,4/5/20 17:48,735,{}
1.58613E+12,4/5/20 17:48,736,{}
1.58613E+12,4/5/20 17:48,746,{}
1.58613E+12,4/5/20 17:48,734,{}
1.58613E+12,4/5/20 17:48,747,{}
1.58613E+12,4/5/20 17:48,748,{}
1.58613E+12,4/5/20 17:48,749,{}
1.58613E+12,4/5/20 17:48,740,{}
1.58613E+12,4/5/20 17:48,750,{}
1.58613E+12,4/5/20 17:48,751,{}
1.58613E+12,4/5/20 17:48,752,{}
1.58613E+12,4/5/20 17:49,753,{}
1.58613E+12,4/5/20 17:49,754,{}
1.58613E+12,4/5/20 17:49,755,{}
1.58613E+12,4/5/20 17:49,756,{}
1.58613E+12,4/5/20 17:49,757,{}
1.58613E+12,4/5/20 17:49,759,{}
1.58613E+12,4/5/20 17:49,761,{}
1.58613E+12,4/5/20 17:49,762,{}
1.58613E+12,4/5/20 17:49,763,{}
1.58613E+12,4/5/20 17:49,764,{}
1.58613E+12,4/5/20 17:49,765,{}
1.58613E+12,4/5/20 17:49,766,{}
1.58613E+12,4/5/20 17:49,768,{}
1.58613E+12,4/5/20 17:49,769,{}
1.58613E+12,4/5/20 17:49,770,{}
1.58613E+12,4/5/20 17:49,771,{}
1.58613E+12,4/5/20 17:50,772,{}
1.58613E+12,4/5/20 17:50,773,{}
1.58613E+12,4/5/20 17:50,774,{}
1.58613E+12,4/5/20 17:50,775,{}
1.58613E+12,4/5/20 17:50,776,{}
1.58613E+12,4/5/20 17:50,767,{}
1.58613E+12,4/5/20 17:50,777,{}
1.58613E+12,4/5/20 17:51,778,{}
1.58614E+12,4/5/20 18:40,779,{}
1.58614E+12,4/5/20 18:41,780,{}
1.58614E+12,4/5/20 18:41,781,{}
1.58614E+12,4/5/20 18:41,782,{}
1.58614E+12,4/5/20 18:47,783,{}
1.58614E+12,4/5/20 19:20,784,{}
1.58614E+12,4/5/20 19:52,785,{}
1.58614E+12,4/5/20 20:03,786,{}
1.58614E+12,4/5/20 20:03,787,{}
1.58614E+12,4/5/20 20:03,788,{}
1.58614E+12,4/5/20 20:05,789,{}
1.58614E+12,4/5/20 20:25,790,{}
1.58614E+12,4/5/20 20:38,791,{}
1.58614E+12,4/5/20 20:39,792,{}
1.58614E+12,4/5/20 20:39,793,{}
1.58615E+12,4/5/20 21:18,794,{}
1.58615E+12,4/5/20 21:26,795,{}
1.58615E+12,4/5/20 21:26,796,{}
1.58615E+12,4/5/20 21:32,797,{}
1.58615E+12,4/5/20 21:32,798,{}
1.58615E+12,4/5/20 22:43,799,{}
1.58615E+12,4/5/20 22:43,800,{}
1.58615E+12,4/5/20 22:48,801,{}
1.58615E+12,4/5/20 22:48,802,{}
1.58615E+12,4/5/20 22:50,803,{}
1.58615E+12,4/5/20 22:52,804,{}
1.58615E+12,4/5/20 22:53,805,{}
1.58615E+12,4/5/20 22:53,806,{}
1.58615E+12,4/5/20 23:00,807,{}
1.58615E+12,4/5/20 23:00,808,{}
1.58615E+12,4/5/20 23:00,809,{}
1.58615E+12,4/5/20 23:00,810,{}
1.58615E+12,4/5/20 23:00,811,{}
1.58615E+12,4/5/20 23:00,812,{}
1.58615E+12,4/5/20 23:01,813,{}
1.58615E+12,4/5/20 23:01,814,{}
1.58615E+12,4/5/20 23:01,815,{}
1.58615E+12,4/5/20 23:01,816,{}
1.58615E+12,4/5/20 23:01,817,{}
1.58615E+12,4/5/20 23:01,818,{}
1.58615E+12,4/5/20 23:01,819,{}
1.58615E+12,4/5/20 23:01,820,{}
1.58615E+12,4/5/20 23:01,821,{}
1.58615E+12,4/5/20 23:01,822,{}
1.58615E+12,4/5/20 23:01,823,{}
1.58615E+12,4/5/20 23:01,824,{}
1.58615E+12,4/5/20 23:01,825,{}
1.58615E+12,4/5/20 23:01,826,{}
1.58615E+12,4/5/20 23:01,827,{}
1.58615E+12,4/5/20 23:01,828,{}
1.58615E+12,4/5/20 23:01,829,{}
1.58615E+12,4/5/20 23:03,830,{}
1.58615E+12,4/5/20 23:03,831,{}
1.58615E+12,4/5/20 23:05,832,{}
1.58615E+12,4/5/20 23:15,833,{}
1.58616E+12,4/6/20 0:41,834,{}
1.58618E+12,4/6/20 7:07,835,{}
1.58618E+12,4/6/20 7:07,836,{}
1.58618E+12,4/6/20 7:07,837,{}
1.58618E+12,4/6/20 7:52,838,{}
1.58618E+12,4/6/20 7:52,839,{}
1.58619E+12,4/6/20 9:17,840,{}
1.58619E+12,4/6/20 9:17,841,{}
1.58619E+12,4/6/20 9:28,842,{}
1.58619E+12,4/6/20 10:27,843,{}
1.58619E+12,4/6/20 10:29,844,{}
1.5862E+12,4/6/20 11:29,845,{}
1.5862E+12,4/6/20 11:58,846,{}
1.5862E+12,4/6/20 12:43,847,{}
1.58621E+12,4/6/20 16:05,849,{}
1.58621E+12,4/6/20 16:07,850,{}
1.58622E+12,4/6/20 16:41,851,{}
1.58622E+12,4/6/20 16:41,852,{}
1.58622E+12,4/6/20 16:41,853,{}
1.58622E+12,4/6/20 17:00,854,{}
1.58622E+12,4/6/20 17:01,856,{}
1.58622E+12,4/6/20 17:01,855,{}
1.58622E+12,4/6/20 17:01,857,{}
1.58622E+12,4/6/20 17:01,857,{}
1.58622E+12,4/6/20 17:08,858,{}
1.58622E+12,4/6/20 17:15,859,{}
1.58622E+12,4/6/20 17:43,860,{}
1.58622E+12,4/6/20 18:20,861,{}
1.58622E+12,4/6/20 18:20,862,{}
1.58622E+12,4/6/20 18:20,863,{}
1.58622E+12,4/6/20 18:20,864,{}
1.58622E+12,4/6/20 18:22,865,{}
1.58622E+12,4/6/20 18:30,866,{}
1.58622E+12,4/6/20 18:49,867,{}
1.58623E+12,4/6/20 19:35,868,{}
1.58623E+12,4/6/20 20:59,869,{}
1.58623E+12,4/6/20 21:44,870,{}
1.58623E+12,4/6/20 21:45,871,{}
1.58624E+12,4/6/20 22:27,872,{}
1.58624E+12,4/6/20 23:00,873,{}
1.58624E+12,4/6/20 23:00,874,{}
1.58624E+12,4/6/20 23:00,875,{}
1.58624E+12,4/6/20 23:07,876,{}
1.58624E+12,4/6/20 23:09,877,{}
1.58624E+12,4/6/20 23:10,878,{}
1.58627E+12,4/7/20 7:31,879,{}
1.58627E+12,4/7/20 7:31,880,{}
1.58627E+12,4/7/20 7:31,881,{}
1.58627E+12,4/7/20 7:31,882,{}
1.58627E+12,4/7/20 7:31,883,{}
1.58627E+12,4/7/20 8:06,884,{}
1.58627E+12,4/7/20 8:07,885,{}
1.58627E+12,4/7/20 8:21,886,{}
1.58627E+12,4/7/20 8:21,887,{}
1.58627E+12,4/7/20 8:26,888,{}
1.58627E+12,4/7/20 8:33,889,{}
1.58627E+12,4/7/20 8:34,890,{}
1.58627E+12,4/7/20 8:34,891,{}
1.58627E+12,4/7/20 8:40,892,{}
1.58628E+12,4/7/20 9:12,893,{}
1.58628E+12,4/7/20 9:14,894,{}
1.58628E+12,4/7/20 9:22,895,{}
1.58628E+12,4/7/20 9:22,896,{}
1.58628E+12,4/7/20 9:54,897,{}
1.58628E+12,4/7/20 10:05,898,{}
1.58628E+12,4/7/20 10:06,899,{}
1.58628E+12,4/7/20 10:11,900,{}
1.58628E+12,4/7/20 10:11,901,{}
1.58628E+12,4/7/20 10:11,902,{}
1.58628E+12,4/7/20 10:14,903,{}
1.58628E+12,4/7/20 10:19,904,{}
1.58628E+12,4/7/20 10:33,905,{}
1.58628E+12,4/7/20 10:35,906,{}
1.58628E+12,4/7/20 10:40,907,{}
1.58628E+12,4/7/20 10:40,908,{}
1.58628E+12,4/7/20 10:44,909,{}
1.58628E+12,4/7/20 10:52,910,{}
1.58628E+12,4/7/20 10:57,911,{}
1.58628E+12,4/7/20 10:58,912,{}
1.58628E+12,4/7/20 10:59,913,{}
1.58628E+12,4/7/20 11:06,914,{}
1.58628E+12,4/7/20 11:12,915,{}
1.58628E+12,4/7/20 11:14,916,{}
1.58628E+12,4/7/20 11:20,917,{}
1.58628E+12,4/7/20 11:25,918,{}
1.58628E+12,4/7/20 11:26,919,{}
1.58628E+12,4/7/20 11:26,920,{}
1.58628E+12,4/7/20 11:27,921,{}
1.58628E+12,4/7/20 11:39,922,{}
1.58629E+12,4/7/20 11:44,923,{}
1.58629E+12,4/7/20 11:45,924,{}
1.58629E+12,4/7/20 11:46,925,{}
1.58629E+12,4/7/20 11:55,926,{}
1.58629E+12,4/7/20 12:08,927,{}
1.58629E+12,4/7/20 12:10,928,{}
1.58629E+12,4/7/20 12:12,929,{}
1.58629E+12,4/7/20 12:13,930,{}
1.58629E+12,4/7/20 12:14,931,{}
1.58629E+12,4/7/20 12:15,932,{}
1.58629E+12,4/7/20 12:16,933,{}
1.58629E+12,4/7/20 12:19,934,{}
1.58629E+12,4/7/20 12:24,935,{}
1.58629E+12,4/7/20 12:33,936,{}
1.58629E+12,4/7/20 12:43,937,{}
1.58629E+12,4/7/20 12:43,938,{}
1.58629E+12,4/7/20 12:44,939,{}
1.58629E+12,4/7/20 12:48,940,{}
1.58629E+12,4/7/20 12:51,941,{}
1.58629E+12,4/7/20 12:54,942,{}
1.58629E+12,4/7/20 13:21,943,{}
1.58629E+12,4/7/20 13:46,944,{}
1.58629E+12,4/7/20 13:55,945,{}
1.58629E+12,4/7/20 13:55,946,{}
1.58629E+12,4/7/20 13:57,947,{}
1.58629E+12,4/7/20 13:57,948,{}
1.58629E+12,4/7/20 13:59,949,{}
1.58629E+12,4/7/20 13:59,950,{}
1.58629E+12,4/7/20 13:59,951,{}
1.58629E+12,4/7/20 14:02,952,{}
1.58629E+12,4/7/20 14:03,953,{}
1.58629E+12,4/7/20 14:14,954,{}
1.58629E+12,4/7/20 14:29,955,{}
1.5863E+12,4/7/20 14:56,956,{}
1.5863E+12,4/7/20 14:57,957,{}
1.5863E+12,4/7/20 14:58,958,{}
1.5863E+12,4/7/20 15:26,959,{}
1.5863E+12,4/7/20 15:26,960,{}
1.5863E+12,4/7/20 15:27,961,{}
1.5863E+12,4/7/20 15:59,962,{}
1.5863E+12,4/7/20 15:59,963,{}
1.5863E+12,4/7/20 16:25,964,{}
1.5863E+12,4/7/20 16:57,965,{}
1.5863E+12,4/7/20 17:02,966,{}
1.5863E+12,4/7/20 17:05,967,{}
1.5863E+12,4/7/20 17:07,968,{}
1.5863E+12,4/7/20 17:08,969,{}
1.5863E+12,4/7/20 17:08,971,{}
1.5863E+12,4/7/20 17:08,970,{}
1.5863E+12,4/7/20 17:09,972,{}
1.5863E+12,4/7/20 17:09,973,{}
1.58631E+12,4/7/20 17:33,974,{}
1.58631E+12,4/7/20 17:33,975,{}
1.58631E+12,4/7/20 18:38,976,{}
1.58631E+12,4/7/20 18:38,977,{}
1.58631E+12,4/7/20 19:46,978,{}
1.58632E+12,4/7/20 20:31,979,{}
1.58632E+12,4/7/20 21:03,980,{}
1.58632E+12,4/7/20 21:11,981,{}
1.58632E+12,4/7/20 21:11,982,{}
1.58632E+12,4/7/20 21:11,983,{}
1.58632E+12,4/7/20 21:15,984,{}
1.58632E+12,4/7/20 21:20,985,{}
1.58632E+12,4/7/20 21:20,986,{}
1.58632E+12,4/7/20 21:20,988,{}
1.58632E+12,4/7/20 21:20,989,{}
1.58632E+12,4/7/20 21:20,987,{}
1.58632E+12,4/7/20 21:20,990,{}
1.58632E+12,4/7/20 21:20,991,{}
1.58632E+12,4/7/20 21:20,992,{}
1.58632E+12,4/7/20 21:21,993,{}
1.58632E+12,4/7/20 21:21,994,{}
1.58632E+12,4/7/20 21:21,995,{}
1.58632E+12,4/7/20 21:22,996,{}
1.58632E+12,4/7/20 21:26,997,{}
1.58632E+12,4/7/20 21:39,998,{}
1.58632E+12,4/7/20 22:49,999,{}
1.58633E+12,4/7/20 22:50,1000,{}
1.58633E+12,4/7/20 23:00,1001,{}
1.58634E+12,4/8/20 3:16,1002,{}
1.58636E+12,4/8/20 7:16,1003,{}
1.58636E+12,4/8/20 7:52,1004,{}
1.58636E+12,4/8/20 7:53,1005,{}
1.58636E+12,4/8/20 9:02,1006,{}
1.58636E+12,4/8/20 9:02,1007,{}
1.58636E+12,4/8/20 9:02,1008,{}
1.58636E+12,4/8/20 9:29,1009,{}
1.58636E+12,4/8/20 9:34,1011,{}
1.58636E+12,4/8/20 9:34,1010,{}
1.58637E+12,4/8/20 11:06,1014,{}
1.58637E+12,4/8/20 11:46,1016,{}
1.58637E+12,4/8/20 12:14,1017,{}
1.58637E+12,4/8/20 12:17,1018,{}
1.58637E+12,4/8/20 12:22,1019,{}
1.58638E+12,4/8/20 14:42,1020,{}
1.58638E+12,4/8/20 15:20,1021,{}
1.58639E+12,4/8/20 15:40,1022,{}
1.58639E+12,4/8/20 16:19,1023,{}
1.58639E+12,4/8/20 16:19,1024,{}
1.58639E+12,4/8/20 16:20,1025,{}
1.58639E+12,4/8/20 16:23,1026,{}
1.58639E+12,4/8/20 16:24,1027,{}
1.58639E+12,4/8/20 16:28,1028,{}
1.58639E+12,4/8/20 16:28,1029,{}
1.58639E+12,4/8/20 16:30,1030,{}
1.58639E+12,4/8/20 16:30,1031,{}
1.58639E+12,4/8/20 16:32,1032,{}
1.58639E+12,4/8/20 16:33,1033,{}
1.58639E+12,4/8/20 16:34,1034,{}
1.58639E+12,4/8/20 16:34,1035,{}
1.58639E+12,4/8/20 16:34,1036,{}
1.58639E+12,4/8/20 16:34,1037,{}
1.58639E+12,4/8/20 16:35,1038,{}
1.58639E+12,4/8/20 16:35,1039,{}
1.58639E+12,4/8/20 16:35,1040,{}
1.58639E+12,4/8/20 16:35,1041,{}
1.58639E+12,4/8/20 16:35,1042,{}
1.58639E+12,4/8/20 16:35,1043,{}
1.58639E+12,4/8/20 16:36,1044,{}
1.58639E+12,4/8/20 16:41,1045,{}
1.58639E+12,4/8/20 16:42,1046,{}
1.58639E+12,4/8/20 16:44,1047,{}
1.58639E+12,4/8/20 17:07,1048,{}
1.58639E+12,4/8/20 17:07,1049,{}
1.58639E+12,4/8/20 17:56,1050,{}
1.5864E+12,4/8/20 18:20,1051,{}
1.5864E+12,4/8/20 18:20,1052,{}
1.5864E+12,4/8/20 18:20,1055,{}
1.5864E+12,4/8/20 18:20,1054,{}
1.5864E+12,4/8/20 18:20,1053,{}
1.5864E+12,4/8/20 19:52,1056,{}
1.5864E+12,4/8/20 20:41,1057,{}
1.58641E+12,4/8/20 21:18,1058,{}
1.58641E+12,4/8/20 21:18,1059,{}
1.58641E+12,4/8/20 21:20,1060,{}
1.58641E+12,4/8/20 21:20,1061,{}
1.58641E+12,4/8/20 21:21,1062,{}
1.58641E+12,4/8/20 21:21,1063,{}
1.58641E+12,4/8/20 21:33,1064,{}
1.58641E+12,4/8/20 21:33,1065,{}
1.58641E+12,4/8/20 22:14,1066,{}
1.58641E+12,4/8/20 22:53,1067,{}
1.58641E+12,4/8/20 23:13,1068,{}
1.58642E+12,4/9/20 1:10,1069,{}
1.58644E+12,4/9/20 7:16,1070,{}
1.58644E+12,4/9/20 7:16,1071,{}
1.58644E+12,4/9/20 7:17,1072,{}
1.58644E+12,4/9/20 7:39,1073,{}
1.58644E+12,4/9/20 7:53,1074,{}
1.58644E+12,4/9/20 7:53,1075,{}
1.58645E+12,4/9/20 9:07,1076,{}
1.58645E+12,4/9/20 9:15,1077,{}
1.58645E+12,4/9/20 9:15,1078,{}
1.58645E+12,4/9/20 9:27,1079,{}
1.58645E+12,4/9/20 10:02,1080,{}
1.58645E+12,4/9/20 10:12,1081,{}
1.58645E+12,4/9/20 10:13,1082,{}
1.58645E+12,4/9/20 10:46,1083,{}
1.58646E+12,4/9/20 11:32,1084,{}
1.58646E+12,4/9/20 11:32,1085,{}
1.58646E+12,4/9/20 12:02,1086,{}
1.58646E+12,4/9/20 12:03,1087,{}
1.58646E+12,4/9/20 12:14,1088,{}
1.58646E+12,4/9/20 12:21,1089,{}
1.58646E+12,4/9/20 12:21,1090,{}
1.58646E+12,4/9/20 12:22,1091,{}
1.58646E+12,4/9/20 12:23,1092,{}
1.58646E+12,4/9/20 12:31,1093,{}
1.58646E+12,4/9/20 13:11,1094,{}
1.58647E+12,4/9/20 14:35,1095,{}
1.58647E+12,4/9/20 14:35,1096,{}
1.58647E+12,4/9/20 14:36,1097,{}
1.58647E+12,4/9/20 14:56,1098,{}
1.58647E+12,4/9/20 15:11,1099,{}
1.58647E+12,4/9/20 15:33,1100,{}
1.58647E+12,4/9/20 16:05,1101,{}
1.58649E+12,4/9/20 20:00,1102,{}
1.58649E+12,4/9/20 20:05,1103,{}
1.58649E+12,4/9/20 20:06,1104,{}
1.58649E+12,4/9/20 20:06,1105,{}
1.58649E+12,4/9/20 20:07,1106,{}
1.58649E+12,4/9/20 20:46,1107,{}
1.58649E+12,4/9/20 20:48,1108,{}
1.58649E+12,4/9/20 20:48,1109,{}
1.58649E+12,4/9/20 20:55,1110,{}
1.5865E+12,4/9/20 22:56,1111,{}
1.5865E+12,4/9/20 23:17,1112,{}
1.5865E+12,4/9/20 23:17,1113,{}
1.5865E+12,4/9/20 23:17,1114,{}
1.5865E+12,4/9/20 23:24,1115,{}
1.5865E+12,4/9/20 23:33,1116,{}
1.5865E+12,4/9/20 23:33,1117,{}
1.5865E+12,4/9/20 23:33,1118,{}
1.5865E+12,4/9/20 23:33,1119,{}
1.5865E+12,4/9/20 23:33,1120,{}
1.58653E+12,4/10/20 8:14,1121,{}
1.58653E+12,4/10/20 8:14,1122,{}
1.58653E+12,4/10/20 8:15,1123,{}
1.58653E+12,4/10/20 8:22,1124,{}
1.58653E+12,4/10/20 8:52,1125,{}
1.58653E+12,4/10/20 8:52,1126,{}
1.58653E+12,4/10/20 8:53,1127,{}
1.58653E+12,4/10/20 8:54,1128,{}
1.58653E+12,4/10/20 8:54,1129,{}
1.58653E+12,4/10/20 9:03,1130,{}
1.58654E+12,4/10/20 9:14,1131,{}
1.58654E+12,4/10/20 9:28,1132,{}
1.58654E+12,4/10/20 10:16,1133,{}
1.58654E+12,4/10/20 10:16,1134,{}
1.58654E+12,4/10/20 10:50,1135,{}
1.58654E+12,4/10/20 11:19,1136,{}
1.58654E+12,4/10/20 11:21,1137,{}
1.58654E+12,4/10/20 11:23,1138,{}
1.58654E+12,4/10/20 11:25,1139,{}
1.58654E+12,4/10/20 11:27,1140,{}
1.58654E+12,4/10/20 11:29,1141,{}
1.58654E+12,4/10/20 11:31,1142,{}
1.58654E+12,4/10/20 11:35,1143,{}
1.58654E+12,4/10/20 11:36,1144,{}
1.58654E+12,4/10/20 11:37,1145,{}
1.58654E+12,4/10/20 11:39,1146,{}
1.58654E+12,4/10/20 11:39,1147,{}
1.58654E+12,4/10/20 11:40,1148,{}
1.58654E+12,4/10/20 11:42,1149,{}
1.58654E+12,4/10/20 11:54,1150,{}
1.58654E+12,4/10/20 11:56,1151,{}
1.58655E+12,4/10/20 11:58,1152,{}
1.58655E+12,4/10/20 11:58,1153,{}
1.58655E+12,4/10/20 12:00,1154,{}
1.58655E+12,4/10/20 12:04,1155,{}
1.58655E+12,4/10/20 12:06,1156,{}
1.58655E+12,4/10/20 12:09,1157,{}
1.58655E+12,4/10/20 12:10,1158,{}
1.58655E+12,4/10/20 12:12,1159,{}
1.58655E+12,4/10/20 12:13,1160,{}
1.58655E+12,4/10/20 12:20,1161,{}
1.58655E+12,4/10/20 12:20,1162,{}
1.58655E+12,4/10/20 12:22,1163,{}
1.58655E+12,4/10/20 12:33,1164,{}
1.58655E+12,4/10/20 12:34,1165,{}
1.58655E+12,4/10/20 12:41,1166,{}
1.58655E+12,4/10/20 12:43,1167,{}
1.58655E+12,4/10/20 13:09,1168,{}
1.58655E+12,4/10/20 13:54,1169,{}
1.58655E+12,4/10/20 13:59,1170,{}
1.58655E+12,4/10/20 14:01,1171,{}
1.58655E+12,4/10/20 14:42,1172,{}
1.58657E+12,4/10/20 19:38,1173,{}
1.58657E+12,4/10/20 19:39,1174,{}
1.58658E+12,4/10/20 20:30,1175,{}
1.58658E+12,4/10/20 20:49,1176,{}
1.58658E+12,4/10/20 21:00,1177,{}
1.58658E+12,4/10/20 21:29,1178,{}
1.58659E+12,4/10/20 23:14,1179,{}
1.58659E+12,4/10/20 23:20,1180,{}
1.58659E+12,4/10/20 23:28,1181,{}
1.58659E+12,4/11/20 0:38,1182,{}
1.58659E+12,4/11/20 0:53,1183,{}
1.58659E+12,4/11/20 0:54,1184,{}
1.58662E+12,4/11/20 8:23,1185,{}
1.58662E+12,4/11/20 9:08,1186,{}
1.58662E+12,4/11/20 9:44,1187,{}
1.58662E+12,4/11/20 9:57,1188,{}
1.58662E+12,4/11/20 9:57,1189,{}
1.58662E+12,4/11/20 10:02,1190,{}
1.58662E+12,4/11/20 10:06,1191,{}
1.58662E+12,4/11/20 10:08,1192,{}
1.58663E+12,4/11/20 10:47,1193,{}
1.58663E+12,4/11/20 10:49,1194,{}
1.58664E+12,4/11/20 13:32,1195,{}
1.58664E+12,4/11/20 14:31,1196,{}
1.58664E+12,4/11/20 14:32,1197,{}
1.58666E+12,4/11/20 20:35,1198,{}
1.58666E+12,4/11/20 20:36,1199,{}
1.58666E+12,4/11/20 21:09,1200,{}
1.58666E+12,4/11/20 21:12,1201,{}
1.58667E+12,4/11/20 21:36,1202,{}
1.58667E+12,4/11/20 22:31,1203,{}
1.58667E+12,4/11/20 22:48,1204,{}
1.58667E+12,4/11/20 22:51,1205,{}
1.58667E+12,4/11/20 22:53,1206,{}
1.58667E+12,4/11/20 22:55,1207,{}
1.58667E+12,4/11/20 23:29,1208,{}
1.58669E+12,4/12/20 3:43,1209,{}
1.58671E+12,4/12/20 8:44,1210,{}
1.58671E+12,4/12/20 8:44,1211,{}
1.58671E+12,4/12/20 9:12,1212,{}
1.58671E+12,4/12/20 9:23,1213,{}
1.58671E+12,4/12/20 9:23,1214,{}
1.58671E+12,4/12/20 9:23,1215,{}
1.58671E+12,4/12/20 9:26,1217,{}
1.58671E+12,4/12/20 9:59,1218,{}
1.58671E+12,4/12/20 10:13,1219,{}
1.58671E+12,4/12/20 10:53,1220,{}
1.58671E+12,4/12/20 10:53,1221,{}
1.58671E+12,4/12/20 11:06,1222,{}
1.58671E+12,4/12/20 11:06,1223,{}
1.58671E+12,4/12/20 11:06,1224,{}
1.58672E+12,4/12/20 11:39,1225,{}
1.58672E+12,4/12/20 11:39,1226,{}
1.58672E+12,4/12/20 11:40,1227,{}
1.58672E+12,4/12/20 11:40,1228,{}
1.58672E+12,4/12/20 11:40,1229,{}
1.58672E+12,4/12/20 11:40,1230,{}
1.58672E+12,4/12/20 11:40,1232,{}
1.58672E+12,4/12/20 11:40,1231,{}
1.58672E+12,4/12/20 11:40,1233,{}
1.58672E+12,4/12/20 11:40,1234,{}
1.58672E+12,4/12/20 12:05,1235,{}
1.58672E+12,4/12/20 12:06,1236,{}
1.58672E+12,4/12/20 12:06,1237,{}
1.58672E+12,4/12/20 12:09,1238,{}
1.58673E+12,4/12/20 14:45,1239,{}
1.58673E+12,4/12/20 14:45,1240,{}
1.58673E+12,4/12/20 14:46,1241,{}
1.58673E+12,4/12/20 14:46,1242,{}
1.58673E+12,4/12/20 14:49,1243,{}
1.58673E+12,4/12/20 15:12,1244,{}
1.58673E+12,4/12/20 15:20,1245,{}
1.58673E+12,4/12/20 15:33,1246,{}
1.58673E+12,4/12/20 15:33,1247,{}
1.58673E+12,4/12/20 15:57,1248,{}
1.58673E+12,4/12/20 16:07,1249,{}
1.58673E+12,4/12/20 16:39,1250,{}
1.58674E+12,4/12/20 16:58,1252,{}
1.58674E+12,4/12/20 16:58,1253,{}
1.58674E+12,4/12/20 16:58,1254,{}
1.58674E+12,4/12/20 16:58,1255,{}
1.58674E+12,4/12/20 16:58,1256,{}
1.58674E+12,4/12/20 16:58,1257,{}
1.58674E+12,4/12/20 17:07,1258,{}
1.58674E+12,4/12/20 17:13,1259,{}
1.58674E+12,4/12/20 17:17,1260,{}
1.58674E+12,4/12/20 17:19,1261,{}
1.58674E+12,4/12/20 17:19,1262,{}
1.58674E+12,4/12/20 17:19,1263,{}
1.58674E+12,4/12/20 17:19,1264,{}
1.58674E+12,4/12/20 17:19,1265,{}
1.58674E+12,4/12/20 17:19,1266,{}
1.58674E+12,4/12/20 17:19,1267,{}
1.58674E+12,4/12/20 17:19,1268,{}
1.58674E+12,4/12/20 17:20,1269,{}
1.58674E+12,4/12/20 17:20,1270,{}
1.58674E+12,4/12/20 17:20,1271,{}
1.58674E+12,4/12/20 17:20,1272,{}
1.58674E+12,4/12/20 17:20,1273,{}
1.58674E+12,4/12/20 17:20,1274,{}
1.58674E+12,4/12/20 17:20,1275,{}
1.58674E+12,4/12/20 17:20,1276,{}
1.58674E+12,4/12/20 17:20,1277,{}
1.58674E+12,4/12/20 17:20,1278,{}
1.58674E+12,4/12/20 17:20,1280,{}
1.58674E+12,4/12/20 17:20,1279,{}
1.58674E+12,4/12/20 17:20,1281,{}
